Date,CPI - monthly data (annual rate of change),Federal Funds,Discount Window,Bank Prime Loan
1991-08-30,3.799,5.5,0.0,8.5
1991-08-31,3.799,5.5,0.0,8.5
1991-09-01,3.391,5.5,0.0,8.5
1991-09-02,3.391,5.5,0.0,8.5
1991-09-03,3.391,5.82,0.0,8.5
1991-09-04,3.391,5.87,0.0,8.5
1991-09-05,3.391,5.67,0.0,8.5
1991-09-06,3.391,5.53,0.0,8.5
1991-09-07,3.391,5.53,0.0,8.5
1991-09-08,3.391,5.53,0.0,8.5
1991-09-09,3.391,5.59,0.0,8.5
1991-09-10,3.391,5.53,0.0,8.5
1991-09-11,3.391,5.51,0.0,8.5
1991-09-12,3.391,5.53,0.0,8.5
1991-09-13,3.391,5.31,0.0,8.0
1991-09-14,3.391,5.31,0.0,8.0
1991-09-15,3.391,5.31,0.0,8.0
1991-09-16,3.391,5.56,0.0,8.0
1991-09-17,3.391,5.61,0.0,8.0
1991-09-18,3.391,5.43,0.0,8.0
1991-09-19,3.391,5.37,0.0,8.0
1991-09-20,3.391,5.24,0.0,8.0
1991-09-21,3.391,5.24,0.0,8.0
1991-09-22,3.391,5.24,0.0,8.0
1991-09-23,3.391,5.32,0.0,8.0
1991-09-24,3.391,5.32,0.0,8.0
1991-09-25,3.391,5.32,0.0,8.0
1991-09-26,3.391,5.4,0.0,8.0
1991-09-27,3.391,5.24,0.0,8.0
1991-09-28,3.391,5.24,0.0,8.0
1991-09-29,3.391,5.24,0.0,8.0
1991-09-30,3.391,5.6,0.0,8.0
1991-10-01,2.921,5.4,0.0,8.0
1991-10-02,2.921,5.2,0.0,8.0
1991-10-03,2.921,5.33,0.0,8.0
1991-10-04,2.921,5.16,0.0,8.0
1991-10-05,2.921,5.16,0.0,8.0
1991-10-06,2.921,5.16,0.0,8.0
1991-10-07,2.921,5.22,0.0,8.0
1991-10-08,2.921,5.18,0.0,8.0
1991-10-09,2.921,5.15,0.0,8.0
1991-10-10,2.921,5.17,0.0,8.0
1991-10-11,2.921,5.03,0.0,8.0
1991-10-12,2.921,5.03,0.0,8.0
1991-10-13,2.921,5.03,0.0,8.0
1991-10-14,2.921,5.03,0.0,8.0
1991-10-15,2.921,5.58,0.0,8.0
1991-10-16,2.921,6.11,0.0,8.0
1991-10-17,2.921,5.33,0.0,8.0
1991-10-18,2.921,5.2,0.0,8.0
1991-10-19,2.921,5.2,0.0,8.0
1991-10-20,2.921,5.2,0.0,8.0
1991-10-21,2.921,5.27,0.0,8.0
1991-10-22,2.921,5.25,0.0,8.0
1991-10-23,2.921,5.21,0.0,8.0
1991-10-24,2.921,5.22,0.0,8.0
1991-10-25,2.921,5.21,0.0,8.0
1991-10-26,2.921,5.21,0.0,8.0
1991-10-27,2.921,5.21,0.0,8.0
1991-10-28,2.921,5.27,0.0,8.0
1991-10-29,2.921,5.11,0.0,8.0
1991-10-30,2.921,4.44,0.0,8.0
1991-10-31,2.921,5.23,0.0,8.0
1991-11-01,2.99,5.03,0.0,8.0
1991-11-02,2.99,5.03,0.0,8.0
1991-11-03,2.99,5.03,0.0,8.0
1991-11-04,2.99,5.09,0.0,8.0
1991-11-05,2.99,5.06,0.0,8.0
1991-11-06,2.99,4.87,0.0,7.5
1991-11-07,2.99,4.8,0.0,7.5
1991-11-08,2.99,4.71,0.0,7.5
1991-11-09,2.99,4.71,0.0,7.5
1991-11-10,2.99,4.71,0.0,7.5
1991-11-11,2.99,4.71,0.0,7.5
1991-11-12,2.99,4.89,0.0,7.5
1991-11-13,2.99,4.62,0.0,7.5
1991-11-14,2.99,4.86,0.0,7.5
1991-11-15,2.99,4.98,0.0,7.5
1991-11-16,2.99,4.98,0.0,7.5
1991-11-17,2.99,4.98,0.0,7.5
1991-11-18,2.99,4.88,0.0,7.5
1991-11-19,2.99,4.78,0.0,7.5
1991-11-20,2.99,4.74,0.0,7.5
1991-11-21,2.99,4.74,0.0,7.5
1991-11-22,2.99,4.75,0.0,7.5
1991-11-23,2.99,4.75,0.0,7.5
1991-11-24,2.99,4.75,0.0,7.5
1991-11-25,2.99,4.89,0.0,7.5
1991-11-26,2.99,4.52,0.0,7.5
1991-11-27,2.99,4.38,0.0,7.5
1991-11-28,2.99,4.38,0.0,7.5
1991-11-29,2.99,4.86,0.0,7.5
1991-11-30,2.99,4.86,0.0,7.5
1991-12-01,3.064,4.86,0.0,7.5
1991-12-02,3.064,5.0,0.0,7.5
1991-12-03,3.064,4.86,0.0,7.5
1991-12-04,3.064,4.71,0.0,7.5
1991-12-05,3.064,4.72,0.0,7.5
1991-12-06,3.064,4.52,0.0,7.5
1991-12-07,3.064,4.52,0.0,7.5
1991-12-08,3.064,4.52,0.0,7.5
1991-12-09,3.064,4.52,0.0,7.5
1991-12-10,3.064,4.4,0.0,7.5
1991-12-11,3.064,4.59,0.0,7.5
1991-12-12,3.064,4.57,0.0,7.5
1991-12-13,3.064,4.42,0.0,7.5
1991-12-14,3.064,4.42,0.0,7.5
1991-12-15,3.064,4.42,0.0,7.5
1991-12-16,3.064,4.65,0.0,7.5
1991-12-17,3.064,4.5,0.0,7.5
1991-12-18,3.064,4.47,0.0,7.5
1991-12-19,3.064,4.6,0.0,7.5
1991-12-20,3.064,4.11,0.0,7.5
1991-12-21,3.064,4.11,0.0,7.5
1991-12-22,3.064,4.11,0.0,7.5
1991-12-23,3.064,4.26,0.0,6.5
1991-12-24,3.064,4.19,0.0,6.5
1991-12-25,3.064,4.19,0.0,6.5
1991-12-26,3.064,4.59,0.0,6.5
1991-12-27,3.064,4.14,0.0,6.5
1991-12-28,3.064,4.14,0.0,6.5
1991-12-29,3.064,4.14,0.0,6.5
1991-12-30,3.064,4.12,0.0,6.5
1991-12-31,3.064,4.09,0.0,6.5
1992-01-01,2.6,4.09,0.0,6.5
1992-01-02,2.6,4.61,0.0,6.5
1992-01-03,2.6,4.06,0.0,6.5
1992-01-04,2.6,4.06,0.0,6.5
1992-01-05,2.6,4.06,0.0,6.5
1992-01-06,2.6,4.04,0.0,6.5
1992-01-07,2.6,3.67,0.0,6.5
1992-01-08,2.6,4.83,0.0,6.5
1992-01-09,2.6,4.22,0.0,6.5
1992-01-10,2.6,3.96,0.0,6.5
1992-01-11,2.6,3.96,0.0,6.5
1992-01-12,2.6,3.96,0.0,6.5
1992-01-13,2.6,3.98,0.0,6.5
1992-01-14,2.6,3.95,0.0,6.5
1992-01-15,2.6,4.04,0.0,6.5
1992-01-16,2.6,3.94,0.0,6.5
1992-01-17,2.6,3.56,0.0,6.5
1992-01-18,2.6,3.56,0.0,6.5
1992-01-19,2.6,3.56,0.0,6.5
1992-01-20,2.6,3.56,0.0,6.5
1992-01-21,2.6,4.11,0.0,6.5
1992-01-22,2.6,4.82,0.0,6.5
1992-01-23,2.6,4.15,0.0,6.5
1992-01-24,2.6,3.96,0.0,6.5
1992-01-25,2.6,3.96,0.0,6.5
1992-01-26,2.6,3.96,0.0,6.5
1992-01-27,2.6,4.08,0.0,6.5
1992-01-28,2.6,4.0,0.0,6.5
1992-01-29,2.6,3.93,0.0,6.5
1992-01-30,2.6,4.02,0.0,6.5
1992-01-31,2.6,4.4,0.0,6.5
1992-02-01,2.819,4.4,0.0,6.5
1992-02-02,2.819,4.4,0.0,6.5
1992-02-03,2.819,4.0,0.0,6.5
1992-02-04,2.819,3.83,0.0,6.5
1992-02-05,2.819,4.17,0.0,6.5
1992-02-06,2.819,4.1,0.0,6.5
1992-02-07,2.819,3.89,0.0,6.5
1992-02-08,2.819,3.89,0.0,6.5
1992-02-09,2.819,3.89,0.0,6.5
1992-02-10,2.819,3.95,0.0,6.5
1992-02-11,2.819,3.91,0.0,6.5
1992-02-12,2.819,3.9,0.0,6.5
1992-02-13,2.819,4.0,0.0,6.5
1992-02-14,2.819,4.0,0.0,6.5
1992-02-15,2.819,4.0,0.0,6.5
1992-02-16,2.819,4.0,0.0,6.5
1992-02-17,2.819,4.0,0.0,6.5
1992-02-18,2.819,4.81,0.0,6.5
1992-02-19,2.819,4.57,0.0,6.5
1992-02-20,2.819,4.1,0.0,6.5
1992-02-21,2.819,3.9,0.0,6.5
1992-02-22,2.819,3.9,0.0,6.5
1992-02-23,2.819,3.9,0.0,6.5
1992-02-24,2.819,4.04,0.0,6.5
1992-02-25,2.819,3.97,0.0,6.5
1992-02-26,2.819,3.93,0.0,6.5
1992-02-27,2.819,3.96,0.0,6.5
1992-02-28,2.819,4.13,0.0,6.5
1992-02-29,2.819,4.13,0.0,6.5
1992-03-01,3.185,4.13,0.0,6.5
1992-03-02,3.185,4.32,0.0,6.5
1992-03-03,3.185,4.02,0.0,6.5
1992-03-04,3.185,3.86,0.0,6.5
1992-03-05,3.185,4.08,0.0,6.5
1992-03-06,3.185,3.95,0.0,6.5
1992-03-07,3.185,3.95,0.0,6.5
1992-03-08,3.185,3.95,0.0,6.5
1992-03-09,3.185,4.0,0.0,6.5
1992-03-10,3.185,3.87,0.0,6.5
1992-03-11,3.185,3.83,0.0,6.5
1992-03-12,3.185,3.94,0.0,6.5
1992-03-13,3.185,3.85,0.0,6.5
1992-03-14,3.185,3.85,0.0,6.5
1992-03-15,3.185,3.85,0.0,6.5
1992-03-16,3.185,4.28,0.0,6.5
1992-03-17,3.185,4.14,0.0,6.5
1992-03-18,3.185,4.4,0.0,6.5
1992-03-19,3.185,4.09,0.0,6.5
1992-03-20,3.185,3.9,0.0,6.5
1992-03-21,3.185,3.9,0.0,6.5
1992-03-22,3.185,3.9,0.0,6.5
1992-03-23,3.185,3.98,0.0,6.5
1992-03-24,3.185,3.86,0.0,6.5
1992-03-25,3.185,3.95,0.0,6.5
1992-03-26,3.185,4.07,0.0,6.5
1992-03-27,3.185,3.85,0.0,6.5
1992-03-28,3.185,3.85,0.0,6.5
1992-03-29,3.185,3.85,0.0,6.5
1992-03-30,3.185,3.94,0.0,6.5
1992-03-31,3.185,4.07,0.0,6.5
1992-04-01,3.18,4.98,0.0,6.5
1992-04-02,3.18,4.15,0.0,6.5
1992-04-03,3.18,3.97,0.0,6.5
1992-04-04,3.18,3.97,0.0,6.5
1992-04-05,3.18,3.97,0.0,6.5
1992-04-06,3.18,3.99,0.0,6.5
1992-04-07,3.18,3.92,0.0,6.5
1992-04-08,3.18,3.87,0.0,6.5
1992-04-09,3.18,3.76,0.0,6.5
1992-04-10,3.18,3.44,0.0,6.5
1992-04-11,3.18,3.44,0.0,6.5
1992-04-12,3.18,3.44,0.0,6.5
1992-04-13,3.18,3.74,0.0,6.5
1992-04-14,3.18,3.68,0.0,6.5
1992-04-15,3.18,4.02,0.0,6.5
1992-04-16,3.18,3.78,0.0,6.5
1992-04-17,3.18,3.08,0.0,6.5
1992-04-18,3.18,3.08,0.0,6.5
1992-04-19,3.18,3.08,0.0,6.5
1992-04-20,3.18,3.75,0.0,6.5
1992-04-21,3.18,3.83,0.0,6.5
1992-04-22,3.18,3.72,0.0,6.5
1992-04-23,3.18,3.68,0.0,6.5
1992-04-24,3.18,3.63,0.0,6.5
1992-04-25,3.18,3.63,0.0,6.5
1992-04-26,3.18,3.63,0.0,6.5
1992-04-27,3.18,3.84,0.0,6.5
1992-04-28,3.18,3.5,0.0,6.5
1992-04-29,3.18,3.62,0.0,6.5
1992-04-30,3.18,3.85,0.0,6.5
1992-05-01,3.024,3.75,0.0,6.5
1992-05-02,3.024,3.75,0.0,6.5
1992-05-03,3.024,3.75,0.0,6.5
1992-05-04,3.024,3.8,0.0,6.5
1992-05-05,3.024,3.77,0.0,6.5
1992-05-06,3.024,3.71,0.0,6.5
1992-05-07,3.024,3.74,0.0,6.5
1992-05-08,3.024,3.71,0.0,6.5
1992-05-09,3.024,3.71,0.0,6.5
1992-05-10,3.024,3.71,0.0,6.5
1992-05-11,3.024,3.88,0.0,6.5
1992-05-12,3.024,3.75,0.0,6.5
1992-05-13,3.024,4.37,0.0,6.5
1992-05-14,3.024,3.93,0.0,6.5
1992-05-15,3.024,3.96,0.0,6.5
1992-05-16,3.024,3.96,0.0,6.5
1992-05-17,3.024,3.96,0.0,6.5
1992-05-18,3.024,3.88,0.0,6.5
1992-05-19,3.024,3.8,0.0,6.5
1992-05-20,3.024,3.75,0.0,6.5
1992-05-21,3.024,3.85,0.0,6.5
1992-05-22,3.024,3.74,0.0,6.5
1992-05-23,3.024,3.74,0.0,6.5
1992-05-24,3.024,3.74,0.0,6.5
1992-05-25,3.024,3.74,0.0,6.5
1992-05-26,3.024,4.02,0.0,6.5
1992-05-27,3.024,3.78,0.0,6.5
1992-05-28,3.024,3.87,0.0,6.5
1992-05-29,3.024,3.8,0.0,6.5
1992-05-30,3.024,3.8,0.0,6.5
1992-05-31,3.024,3.8,0.0,6.5
1992-06-01,3.088,3.96,0.0,6.5
1992-06-02,3.088,3.89,0.0,6.5
1992-06-03,3.088,3.82,0.0,6.5
1992-06-04,3.088,3.78,0.0,6.5
1992-06-05,3.088,3.61,0.0,6.5
1992-06-06,3.088,3.61,0.0,6.5
1992-06-07,3.088,3.61,0.0,6.5
1992-06-08,3.088,3.72,0.0,6.5
1992-06-09,3.088,3.57,0.0,6.5
1992-06-10,3.088,3.96,0.0,6.5
1992-06-11,3.088,3.8,0.0,6.5
1992-06-12,3.088,3.65,0.0,6.5
1992-06-13,3.088,3.65,0.0,6.5
1992-06-14,3.088,3.65,0.0,6.5
1992-06-15,3.088,3.88,0.0,6.5
1992-06-16,3.088,3.74,0.0,6.5
1992-06-17,3.088,3.72,0.0,6.5
1992-06-18,3.088,3.71,0.0,6.5
1992-06-19,3.088,3.66,0.0,6.5
1992-06-20,3.088,3.66,0.0,6.5
1992-06-21,3.088,3.66,0.0,6.5
1992-06-22,3.088,3.85,0.0,6.5
1992-06-23,3.088,3.7,0.0,6.5
1992-06-24,3.088,3.81,0.0,6.5
1992-06-25,3.088,3.87,0.0,6.5
1992-06-26,3.088,3.67,0.0,6.5
1992-06-27,3.088,3.67,0.0,6.5
1992-06-28,3.088,3.67,0.0,6.5
1992-06-29,3.088,3.8,0.0,6.5
1992-06-30,3.088,4.53,0.0,6.5
1992-07-01,3.157,3.89,0.0,6.5
1992-07-02,3.157,3.46,0.0,6.0
1992-07-03,3.157,2.84,0.0,6.0
1992-07-04,3.157,2.84,0.0,6.0
1992-07-05,3.157,2.84,0.0,6.0
1992-07-06,3.157,3.15,0.0,6.0
1992-07-07,3.157,3.35,0.0,6.0
1992-07-08,3.157,4.19,0.0,6.0
1992-07-09,3.157,3.46,0.0,6.0
1992-07-10,3.157,3.2,0.0,6.0
1992-07-11,3.157,3.2,0.0,6.0
1992-07-12,3.157,3.2,0.0,6.0
1992-07-13,3.157,3.28,0.0,6.0
1992-07-14,3.157,3.25,0.0,6.0
1992-07-15,3.157,3.38,0.0,6.0
1992-07-16,3.157,3.32,0.0,6.0
1992-07-17,3.157,3.12,0.0,6.0
1992-07-18,3.157,3.12,0.0,6.0
1992-07-19,3.157,3.12,0.0,6.0
1992-07-20,3.157,3.32,0.0,6.0
1992-07-21,3.157,3.15,0.0,6.0
1992-07-22,3.157,3.4,0.0,6.0
1992-07-23,3.157,3.29,0.0,6.0
1992-07-24,3.157,3.08,0.0,6.0
1992-07-25,3.157,3.08,0.0,6.0
1992-07-26,3.157,3.08,0.0,6.0
1992-07-27,3.157,3.29,0.0,6.0
1992-07-28,3.157,3.27,0.0,6.0
1992-07-29,3.157,3.15,0.0,6.0
1992-07-30,3.157,3.17,0.0,6.0
1992-07-31,3.157,3.37,0.0,6.0
1992-08-01,3.148,3.37,0.0,6.0
1992-08-02,3.148,3.37,0.0,6.0
1992-08-03,3.148,3.37,0.0,6.0
1992-08-04,3.148,3.28,0.0,6.0
1992-08-05,3.148,3.35,0.0,6.0
1992-08-06,3.148,3.34,0.0,6.0
1992-08-07,3.148,3.2,0.0,6.0
1992-08-08,3.148,3.2,0.0,6.0
1992-08-09,3.148,3.2,0.0,6.0
1992-08-10,3.148,3.32,0.0,6.0
1992-08-11,3.148,3.23,0.0,6.0
1992-08-12,3.148,3.22,0.0,6.0
1992-08-13,3.148,3.3,0.0,6.0
1992-08-14,3.148,3.22,0.0,6.0
1992-08-15,3.148,3.22,0.0,6.0
1992-08-16,3.148,3.22,0.0,6.0
1992-08-17,3.148,3.54,0.0,6.0
1992-08-18,3.148,3.26,0.0,6.0
1992-08-19,3.148,3.56,0.0,6.0
1992-08-20,3.148,3.37,0.0,6.0
1992-08-21,3.148,3.2,0.0,6.0
1992-08-22,3.148,3.2,0.0,6.0
1992-08-23,3.148,3.2,0.0,6.0
1992-08-24,3.148,3.35,0.0,6.0
1992-08-25,3.148,3.29,0.0,6.0
1992-08-26,3.148,3.31,0.0,6.0
1992-08-27,3.148,3.36,0.0,6.0
1992-08-28,3.148,3.28,0.0,6.0
1992-08-29,3.148,3.28,0.0,6.0
1992-08-30,3.148,3.28,0.0,6.0
1992-08-31,3.148,3.51,0.0,6.0
1992-09-01,2.988,3.39,0.0,6.0
1992-09-02,2.988,3.21,0.0,6.0
1992-09-03,2.988,3.33,0.0,6.0
1992-09-04,2.988,3.02,0.0,6.0
1992-09-05,2.988,3.02,0.0,6.0
1992-09-06,2.988,3.02,0.0,6.0
1992-09-07,2.988,3.02,0.0,6.0
1992-09-08,2.988,3.13,0.0,6.0
1992-09-09,2.988,3.08,0.0,6.0
1992-09-10,2.988,3.06,0.0,6.0
1992-09-11,2.988,3.01,0.0,6.0
1992-09-12,2.988,3.01,0.0,6.0
1992-09-13,2.988,3.01,0.0,6.0
1992-09-14,2.988,3.22,0.0,6.0
1992-09-15,2.988,3.2,0.0,6.0
1992-09-16,2.988,4.48,0.0,6.0
1992-09-17,2.988,3.22,0.0,6.0
1992-09-18,2.988,3.02,0.0,6.0
1992-09-19,2.988,3.02,0.0,6.0
1992-09-20,2.988,3.02,0.0,6.0
1992-09-21,2.988,3.1,0.0,6.0
1992-09-22,2.988,3.04,0.0,6.0
1992-09-23,2.988,3.06,0.0,6.0
1992-09-24,2.988,3.15,0.0,6.0
1992-09-25,2.988,3.19,0.0,6.0
1992-09-26,2.988,3.19,0.0,6.0
1992-09-27,2.988,3.19,0.0,6.0
1992-09-28,2.988,3.45,0.0,6.0
1992-09-29,2.988,3.26,0.0,6.0
1992-09-30,2.988,4.47,0.0,6.0
1992-10-01,3.202,3.58,0.0,6.0
1992-10-02,3.202,3.15,0.0,6.0
1992-10-03,3.202,3.15,0.0,6.0
1992-10-04,3.202,3.15,0.0,6.0
1992-10-05,3.202,3.22,0.0,6.0
1992-10-06,3.202,3.1,0.0,6.0
1992-10-07,3.202,3.06,0.0,6.0
1992-10-08,3.202,3.04,0.0,6.0
1992-10-09,3.202,2.97,0.0,6.0
1992-10-10,3.202,2.97,0.0,6.0
1992-10-11,3.202,2.97,0.0,6.0
1992-10-12,3.202,2.97,0.0,6.0
1992-10-13,3.202,3.53,0.0,6.0
1992-10-14,3.202,3.96,0.0,6.0
1992-10-15,3.202,3.4,0.0,6.0
1992-10-16,3.202,2.99,0.0,6.0
1992-10-17,3.202,2.99,0.0,6.0
1992-10-18,3.202,2.99,0.0,6.0
1992-10-19,3.202,3.05,0.0,6.0
1992-10-20,3.202,2.97,0.0,6.0
1992-10-21,3.202,2.95,0.0,6.0
1992-10-22,3.202,2.96,0.0,6.0
1992-10-23,3.202,2.9,0.0,6.0
1992-10-24,3.202,2.9,0.0,6.0
1992-10-25,3.202,2.9,0.0,6.0
1992-10-26,3.202,3.12,0.0,6.0
1992-10-27,3.202,2.91,0.0,6.0
1992-10-28,3.202,3.06,0.0,6.0
1992-10-29,3.202,3.08,0.0,6.0
1992-10-30,3.202,3.04,0.0,6.0
1992-10-31,3.202,3.04,0.0,6.0
1992-11-01,3.048,3.04,0.0,6.0
1992-11-02,3.048,3.21,0.0,6.0
1992-11-03,3.048,3.09,0.0,6.0
1992-11-04,3.048,2.98,0.0,6.0
1992-11-05,3.048,2.92,0.0,6.0
1992-11-06,3.048,2.86,0.0,6.0
1992-11-07,3.048,2.86,0.0,6.0
1992-11-08,3.048,2.86,0.0,6.0
1992-11-09,3.048,2.98,0.0,6.0
1992-11-10,3.048,2.93,0.0,6.0
1992-11-11,3.048,2.93,0.0,6.0
1992-11-12,3.048,3.04,0.0,6.0
1992-11-13,3.048,2.85,0.0,6.0
1992-11-14,3.048,2.85,0.0,6.0
1992-11-15,3.048,2.85,0.0,6.0
1992-11-16,3.048,3.28,0.0,6.0
1992-11-17,3.048,3.06,0.0,6.0
1992-11-18,3.048,2.89,0.0,6.0
1992-11-19,3.048,2.94,0.0,6.0
1992-11-20,3.048,2.9,0.0,6.0
1992-11-21,3.048,2.9,0.0,6.0
1992-11-22,3.048,2.9,0.0,6.0
1992-11-23,3.048,2.89,0.0,6.0
1992-11-24,3.048,2.58,0.0,6.0
1992-11-25,3.048,4.6,0.0,6.0
1992-11-26,3.048,4.6,0.0,6.0
1992-11-27,3.048,3.13,0.0,6.0
1992-11-28,3.048,3.13,0.0,6.0
1992-11-29,3.048,3.13,0.0,6.0
1992-11-30,3.048,3.45,0.0,6.0
1992-12-01,2.901,3.17,0.0,6.0
1992-12-02,2.901,2.99,0.0,6.0
1992-12-03,2.901,3.0,0.0,6.0
1992-12-04,2.901,2.86,0.0,6.0
1992-12-05,2.901,2.86,0.0,6.0
1992-12-06,2.901,2.86,0.0,6.0
1992-12-07,2.901,2.92,0.0,6.0
1992-12-08,2.901,2.77,0.0,6.0
1992-12-09,2.901,3.3,0.0,6.0
1992-12-10,2.901,3.08,0.0,6.0
1992-12-11,2.901,2.76,0.0,6.0
1992-12-12,2.901,2.76,0.0,6.0
1992-12-13,2.901,2.76,0.0,6.0
1992-12-14,2.901,2.99,0.0,6.0
1992-12-15,2.901,3.17,0.0,6.0
1992-12-16,2.901,3.02,0.0,6.0
1992-12-17,2.901,2.97,0.0,6.0
1992-12-18,2.901,2.73,0.0,6.0
1992-12-19,2.901,2.73,0.0,6.0
1992-12-20,2.901,2.73,0.0,6.0
1992-12-21,2.901,3.06,0.0,6.0
1992-12-22,2.901,2.97,0.0,6.0
1992-12-23,2.901,3.38,0.0,6.0
1992-12-24,2.901,2.85,0.0,6.0
1992-12-25,2.901,2.85,0.0,6.0
1992-12-26,2.901,2.85,0.0,6.0
1992-12-27,2.901,2.85,0.0,6.0
1992-12-28,2.901,3.27,0.0,6.0
1992-12-29,2.901,2.74,0.0,6.0
1992-12-30,2.901,2.6,0.0,6.0
1992-12-31,2.901,2.66,0.0,6.0
1993-01-01,3.259,2.66,0.0,6.0
1993-01-02,3.259,2.66,0.0,6.0
1993-01-03,3.259,2.66,0.0,6.0
1993-01-04,3.259,3.6,0.0,6.0
1993-01-05,3.259,3.33,0.0,6.0
1993-01-06,3.259,3.62,0.0,6.0
1993-01-07,3.259,3.25,0.0,6.0
1993-01-08,3.259,2.93,0.0,6.0
1993-01-09,3.259,2.93,0.0,6.0
1993-01-10,3.259,2.93,0.0,6.0
1993-01-11,3.259,3.06,0.0,6.0
1993-01-12,3.259,2.91,0.0,6.0
1993-01-13,3.259,2.87,0.0,6.0
1993-01-14,3.259,2.97,0.0,6.0
1993-01-15,3.259,2.96,0.0,6.0
1993-01-16,3.259,2.96,0.0,6.0
1993-01-17,3.259,2.96,0.0,6.0
1993-01-18,3.259,2.96,0.0,6.0
1993-01-19,3.259,3.35,0.0,6.0
1993-01-20,3.259,3.56,0.0,6.0
1993-01-21,3.259,3.05,0.0,6.0
1993-01-22,3.259,2.86,0.0,6.0
1993-01-23,3.259,2.86,0.0,6.0
1993-01-24,3.259,2.86,0.0,6.0
1993-01-25,3.259,3.06,0.0,6.0
1993-01-26,3.259,2.96,0.0,6.0
1993-01-27,3.259,2.94,0.0,6.0
1993-01-28,3.259,2.97,0.0,6.0
1993-01-29,3.259,3.02,0.0,6.0
1993-01-30,3.259,3.02,0.0,6.0
1993-01-31,3.259,3.02,0.0,6.0
1993-02-01,3.247,3.25,0.0,6.0
1993-02-02,3.247,3.18,0.0,6.0
1993-02-03,3.247,3.56,0.0,6.0
1993-02-04,3.247,3.08,0.0,6.0
1993-02-05,3.247,2.87,0.0,6.0
1993-02-06,3.247,2.87,0.0,6.0
1993-02-07,3.247,2.87,0.0,6.0
1993-02-08,3.247,2.94,0.0,6.0
1993-02-09,3.247,2.9,0.0,6.0
1993-02-10,3.247,2.88,0.0,6.0
1993-02-11,3.247,2.97,0.0,6.0
1993-02-12,3.247,2.95,0.0,6.0
1993-02-13,3.247,2.95,0.0,6.0
1993-02-14,3.247,2.95,0.0,6.0
1993-02-15,3.247,2.95,0.0,6.0
1993-02-16,3.247,3.59,0.0,6.0
1993-02-17,3.247,3.09,0.0,6.0
1993-02-18,3.247,2.98,0.0,6.0
1993-02-19,3.247,2.86,0.0,6.0
1993-02-20,3.247,2.86,0.0,6.0
1993-02-21,3.247,2.86,0.0,6.0
1993-02-22,3.247,2.96,0.0,6.0
1993-02-23,3.247,2.91,0.0,6.0
1993-02-24,3.247,2.91,0.0,6.0
1993-02-25,3.247,3.03,0.0,6.0
1993-02-26,3.247,3.18,0.0,6.0
1993-02-27,3.247,3.18,0.0,6.0
1993-02-28,3.247,3.18,0.0,6.0
1993-03-01,3.087,3.65,0.0,6.0
1993-03-02,3.087,3.19,0.0,6.0
1993-03-03,3.087,3.29,0.0,6.0
1993-03-04,3.087,3.1,0.0,6.0
1993-03-05,3.087,3.02,0.0,6.0
1993-03-06,3.087,3.02,0.0,6.0
1993-03-07,3.087,3.02,0.0,6.0
1993-03-08,3.087,3.06,0.0,6.0
1993-03-09,3.087,2.98,0.0,6.0
1993-03-10,3.087,2.96,0.0,6.0
1993-03-11,3.087,3.0,0.0,6.0
1993-03-12,3.087,2.93,0.0,6.0
1993-03-13,3.087,2.93,0.0,6.0
1993-03-14,3.087,2.93,0.0,6.0
1993-03-15,3.087,3.16,0.0,6.0
1993-03-16,3.087,2.72,0.0,6.0
1993-03-17,3.087,3.58,0.0,6.0
1993-03-18,3.087,3.03,0.0,6.0
1993-03-19,3.087,2.88,0.0,6.0
1993-03-20,3.087,2.88,0.0,6.0
1993-03-21,3.087,2.88,0.0,6.0
1993-03-22,3.087,2.99,0.0,6.0
1993-03-23,3.087,2.93,0.0,6.0
1993-03-24,3.087,2.92,0.0,6.0
1993-03-25,3.087,3.05,0.0,6.0
1993-03-26,3.087,3.04,0.0,6.0
1993-03-27,3.087,3.04,0.0,6.0
1993-03-28,3.087,3.04,0.0,6.0
1993-03-29,3.087,3.34,0.0,6.0
1993-03-30,3.087,2.91,0.0,6.0
1993-03-31,3.087,3.83,0.0,6.0
1993-04-01,3.226,3.31,0.0,6.0
1993-04-02,3.226,3.13,0.0,6.0
1993-04-03,3.226,3.13,0.0,6.0
1993-04-04,3.226,3.13,0.0,6.0
1993-04-05,3.226,3.15,0.0,6.0
1993-04-06,3.226,2.97,0.0,6.0
1993-04-07,3.226,2.93,0.0,6.0
1993-04-08,3.226,2.94,0.0,6.0
1993-04-09,3.226,2.82,0.0,6.0
1993-04-10,3.226,2.82,0.0,6.0
1993-04-11,3.226,2.82,0.0,6.0
1993-04-12,3.226,3.11,0.0,6.0
1993-04-13,3.226,2.98,0.0,6.0
1993-04-14,3.226,3.03,0.0,6.0
1993-04-15,3.226,3.15,0.0,6.0
1993-04-16,3.226,2.84,0.0,6.0
1993-04-17,3.226,2.84,0.0,6.0
1993-04-18,3.226,2.84,0.0,6.0
1993-04-19,3.226,2.94,0.0,6.0
1993-04-20,3.226,2.84,0.0,6.0
1993-04-21,3.226,2.95,0.0,6.0
1993-04-22,3.226,2.97,0.0,6.0
1993-04-23,3.226,2.85,0.0,6.0
1993-04-24,3.226,2.85,0.0,6.0
1993-04-25,3.226,2.85,0.0,6.0
1993-04-26,3.226,2.99,0.0,6.0
